state,state_abbreviated,job_title,total_employment,job_concentration,median_salary,region
Alabama,AL,Animal Trainers,220.0,0.81,58480.0,South
Alabama,AL,Animal Caretakers,4170.0,1.11,27940.0,South
Alabama,AL,"Ushers, Lobby Attendants, and Ticket Takers",1080.0,0.67,21570.0,South
Alabama,AL,Amusement and Recreation Attendants,6690.0,1.33,21930.0,South
Alabama,AL,Costume Attendants,40.0,0.43,29450.0,South
Alabama,AL,"Locker Room, Coatroom, and Dressing Room Attendants",50.0,0.26,25190.0,South
Alabama,AL,Crematory Operators,50.0,1.19,32040.0,South
Alabama,AL,Funeral Attendants,540.0,1.3,29260.0,South
Alabama,AL,"Morticians, Undertakers, and Funeral Arrangers",480.0,1.39,48450.0,South
Alabama,AL,Barbers,90.0,0.36,27850.0,South
Alabama,AL,"Hairdressers, Hairstylists, and Cosmetologists",3170.0,0.79,29660.0,South
Alabama,AL,Manicurists and Pedicurists,850.0,0.42,27980.0,South
Alabama,AL,Shampooers,180.0,1.47,20970.0,South
Alabama,AL,Skincare Specialists,730.0,0.76,35710.0,South
Alabama,AL,Baggage Porters and Bellhops,60.0,0.14,26920.0,South
Alabama,AL,Concierges,130.0,0.22,30510.0,South
Alabama,AL,Tour and Travel Guides,430.0,0.64,29800.0,South
Alabama,AL,Childcare Workers,4880.0,0.69,22420.0,South
Alabama,AL,Exercise Trainers and Group Fitness Instructors,2800.0,0.68,37400.0,South
Alabama,AL,Recreation Workers,4640.0,1.11,27320.0,South
Alabama,AL,Residential Advisors,2050.0,1.82,27750.0,South
Alabama,AL,"Personal Care and Service Workers, All Other",,,19960.0,South
Alabama,AL,First-Line Supervisors of Retail Sales Workers,24440.0,1.62,42670.0,South
Alabama,AL,First-Line Supervisors of Non-Retail Sales Workers,1990.0,0.67,68220.0,South
Alabama,AL,Cashiers,48790.0,1.14,26760.0,South
Alabama,AL,Counter and Rental Clerks,7460.0,1.38,30750.0,South
Alabama,AL,Parts Salespersons,5000.0,1.39,33230.0,South
Alabama,AL,Retail Salespersons,60330.0,1.17,29430.0,South
Alabama,AL,Advertising Sales Agents,970.0,0.73,47570.0,South
Alabama,AL,Insurance Sales Agents,7900.0,1.24,63060.0,South
Alabama,AL,"Securities, Commodities, and Financial Services Sales Agents",3870.0,0.6,57300.0,South
Alabama,AL,Travel Agents,510.0,0.63,48650.0,South
Alabama,AL,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",11650.0,0.72,57440.0,South
Alabama,AL,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",19250.0,1.12,62500.0,South
Alabama,AL,Demonstrators and Product Promoters,,,29150.0,South
Alabama,AL,Real Estate Brokers,450.0,0.67,62000.0,South
Alabama,AL,Real Estate Sales Agents,1880.0,0.73,48740.0,South
Alabama,AL,Sales Engineers,340.0,0.44,89770.0,South
Alabama,AL,Telemarketers,1290.0,1.43,33690.0,South
Alabama,AL,"Sales and Related Workers, All Other",260.0,0.19,59640.0,South
Alabama,AL,First-Line Supervisors of Office and Administrative Support Workers,20460.0,1.01,59440.0,South
Alabama,AL,"Switchboard Operators, Including Answering Service",820.0,1.7,31450.0,South
Alabama,AL,Bill and Account Collectors,2130.0,0.95,40020.0,South
Alabama,AL,Billing and Posting Clerks,4750.0,0.84,38130.0,South
Alabama,AL,"Bookkeeping, Accounting, and Auditing Clerks",18550.0,0.94,42490.0,South
Alabama,AL,Payroll and Timekeeping Clerks,1510.0,0.71,45470.0,South
Alabama,AL,Procurement Clerks,320.0,0.4,49920.0,South
Alabama,AL,Tellers,6820.0,1.48,36350.0,South
Alabama,AL,"Financial Clerks, All Other",60.0,0.12,54580.0,South
Alabama,AL,Brokerage Clerks,210.0,0.39,60270.0,South
Alabama,AL,"Court, Municipal, and License Clerks",2140.0,0.93,38120.0,South
Alabama,AL,Customer Service Representatives,33720.0,0.91,37730.0,South
Alabama,AL,"Eligibility Interviewers, Government Programs",2570.0,1.21,51720.0,South
Alabama,AL,File Clerks,180.0,0.17,36030.0,South
Alabama,AL,"Hotel, Motel, and Resort Desk Clerks",3840.0,1.08,28260.0,South
Alabama,AL,"Interviewers, Except Eligibility and Loan",2940.0,1.38,33020.0,South
Alabama,AL,"Library Assistants, Clerical",750.0,0.69,27300.0,South
Alabama,AL,Loan Interviewers and Clerks,2570.0,1.1,44690.0,South
Alabama,AL,New Accounts Clerks,70.0,0.13,40190.0,South
Alabama,AL,Order Clerks,140.0,0.13,44260.0,South
Alabama,AL,"Human Resources Assistants, Except Payroll and Timekeeping",770.0,0.61,39560.0,South
Alabama,AL,Receptionists and Information Clerks,10620.0,0.81,30900.0,South
Alabama,AL,Reservation and Transportation Ticket Agents and Travel Clerks,180.0,0.1,36460.0,South
Alabama,AL,"Information and Record Clerks, All Other",800.0,0.41,52670.0,South
Alabama,AL,Cargo and Freight Agents,950.0,0.72,53100.0,South
Alabama,AL,Couriers and Messengers,1020.0,1.04,31870.0,South
Alabama,AL,Public Safety Telecommunicators,2330.0,1.7,38540.0,South
Alabama,AL,"Dispatchers, Except Police, Fire, and Ambulance",1630.0,0.57,46130.0,South
Alabama,AL,"Meter Readers, Utilities",430.0,1.6,47470.0,South
Alabama,AL,Postal Service Clerks,1270.0,1.2,61110.0,South
Alabama,AL,Postal Service Mail Carriers,5940.0,1.3,55200.0,South
Alabama,AL,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",1220.0,0.8,55410.0,South
Alabama,AL,"Production, Planning, and Expediting Clerks",2960.0,0.57,56980.0,South
Alabama,AL,"Shipping, Receiving, and Inventory Clerks",7950.0,0.68,39050.0,South
Alabama,AL,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",620.0,0.91,43760.0,South
Alabama,AL,Executive Secretaries and Executive Administrative Assistants,3040.0,0.47,68310.0,South
Alabama,AL,Legal Secretaries and Administrative Assistants,1920.0,0.92,46390.0,South
Alabama,AL,Medical Secretaries and Administrative Assistants,14900.0,1.32,36310.0,South
Alabama,AL,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",42180.0,1.79,40200.0,South
Alabama,AL,Data Entry Keyers,1110.0,0.6,33670.0,South
Alabama,AL,Word Processors and Typists,80.0,0.17,47800.0,South
Alabama,AL,Insurance Claims and Policy Processing Clerks,2540.0,0.82,37850.0,South
Alabama,AL,"Mail Clerks and Mail Machine Operators, Except Postal Service",420.0,0.49,35700.0,South
Alabama,AL,"Office Clerks, General",15810.0,0.46,30440.0,South
Alabama,AL,"Office Machine Operators, Except Computer",,,43310.0,South
Alabama,AL,"Office and Administrative Support Workers, All Other",790.0,0.3,48350.0,South
Alabama,AL,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",580.0,1.44,58870.0,South
Alabama,AL,Agricultural Inspectors,260.0,1.61,39560.0,South
Alabama,AL,Animal Breeders,50.0,2.28,29140.0,South
Alabama,AL,"Graders and Sorters, Agricultural Products",770.0,2.1,35080.0,South
Alabama,AL,Agricultural Equipment Operators,280.0,0.66,29410.0,South
Alabama,AL,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",620.0,0.17,33280.0,South
Alabama,AL,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1300.0,2.71,35150.0,South
Alabama,AL,Fallers,50.0,0.92,57090.0,South
Alabama,AL,Logging Equipment Operators,1950.0,6.38,48990.0,South
Alabama,AL,Log Graders and Scalers,180.0,4.06,44800.0,South
Alabama,AL,"Logging Workers, All Other",70.0,2.56,39250.0,South
Alabama,AL,First-Line Supervisors of Construction Trades and Extraction Workers,13810.0,1.26,64030.0,South
Alabama,AL,Boilermakers,240.0,1.71,63220.0,South
Alabama,AL,Brickmasons and Blockmasons,380.0,0.52,48820.0,South
Alabama,AL,Stonemasons,,,34650.0,South
Alabama,AL,Carpenters,5700.0,0.6,47880.0,South
Alabama,AL,Carpet Installers,230.0,1.14,37610.0,South
Alabama,AL,"Floor Layers, Except Carpet, Wood, and Hard Tiles",130.0,0.4,47360.0,South
Alabama,AL,Tile and Stone Setters,310.0,0.59,42740.0,South
Alabama,AL,Cement Masons and Concrete Finishers,2040.0,0.73,43740.0,South
Alabama,AL,Construction Laborers,17260.0,1.2,36300.0,South
Alabama,AL,"Paving, Surfacing, and Tamping Equipment Operators",740.0,1.19,39000.0,South
Alabama,AL,Operating Engineers and Other Construction Equipment Operators,9640.0,1.51,46870.0,South
Alabama,AL,Drywall and Ceiling Tile Installers,640.0,0.57,46880.0,South
Alabama,AL,Electricians,9740.0,0.97,52420.0,South
Alabama,AL,Glaziers,440.0,0.58,47220.0,South
Alabama,AL,"Insulation Workers, Floor, Ceiling, and Wall",780.0,1.49,47260.0,South
Alabama,AL,"Insulation Workers, Mechanical",50.0,0.14,53240.0,South
Alabama,AL,"Painters, Construction and Maintenance",1750.0,0.58,45690.0,South
Alabama,AL,Pipelayers,720.0,1.58,39870.0,South
Alabama,AL,"Plumbers, Pipefitters, and Steamfitters",7880.0,1.27,53840.0,South
Alabama,AL,Reinforcing Iron and Rebar Workers,240.0,1.26,56540.0,South
Alabama,AL,Roofers,1010.0,0.54,45220.0,South
Alabama,AL,Sheet Metal Workers,1630.0,1.02,46100.0,South
Alabama,AL,Structural Iron and Steel Workers,1160.0,1.32,51410.0,South
Alabama,AL,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",100.0,0.45,35690.0,South
Alabama,AL,Helpers--Carpenters,400.0,1.19,36170.0,South
Alabama,AL,Helpers--Electricians,2220.0,2.54,35860.0,South
Alabama,AL,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",50.0,0.56,31180.0,South
Alabama,AL,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",770.0,1.29,38480.0,South
Alabama,AL,Helpers--Roofers,60.0,0.81,33150.0,South
Alabama,AL,"Helpers, Construction Trades, All Other",110.0,0.32,38280.0,South
Alabama,AL,Construction and Building Inspectors,1110.0,0.6,61500.0,South
Alabama,AL,Elevator and Escalator Installers and Repairers,260.0,0.82,89750.0,South
Alabama,AL,Fence Erectors,300.0,0.99,38920.0,South
Alabama,AL,Hazardous Materials Removal Workers,490.0,0.71,38810.0,South
Alabama,AL,Highway Maintenance Workers,2700.0,1.31,36050.0,South
Alabama,AL,Rail-Track Laying and Maintenance Equipment Operators,220.0,0.96,48970.0,South
Alabama,AL,Septic Tank Servicers and Sewer Pipe Cleaners,290.0,0.74,42130.0,South
Alabama,AL,"Rotary Drill Operators, Oil and Gas",90.0,0.48,77240.0,South
Alabama,AL,"Service Unit Operators, Oil and Gas",170.0,0.28,47640.0,South
Alabama,AL,"Excavating and Loading Machine and Dragline Operators, Surface Mining",470.0,1.02,46130.0,South
Alabama,AL,"Earth Drillers, Except Oil and Gas",120.0,0.49,60440.0,South
Alabama,AL,"Explosives Workers, Ordnance Handling Experts, and Blasters",80.0,0.98,65190.0,South
Alabama,AL,Continuous Mining Machine Operators,160.0,0.8,60030.0,South
Alabama,AL,"Loading and Moving Machine Operators, Underground Mining",,,58730.0,South
Alabama,AL,"Underground Mining Machine Operators, All Other",,,59150.0,South
Alabama,AL,"Roustabouts, Oil and Gas",40.0,0.06,44670.0,South
Alabama,AL,"First-Line Supervisors of Mechanics, Installers, and Repairers",12790.0,1.57,73020.0,South
Alabama,AL,"Computer, Automated Teller, and Office Machine Repairers",1160.0,1.17,45750.0,South
Alabama,AL,"Radio, Cellular, and Tower Equipment Installers and Repairers",60.0,0.4,85750.0,South
Alabama,AL,"Telecommunications Equipment Installers and Repairers, Except Line Installers",3360.0,1.61,57870.0,South
Alabama,AL,Avionics Technicians,1170.0,4.14,92100.0,South
Alabama,AL,"Electric Motor, Power Tool, and Related Repairers",80.0,0.34,51480.0,South
Alabama,AL,"Electrical and Electronics Installers and Repairers, Transportation Equipment",50.0,0.48,67350.0,South
Alabama,AL,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",970.0,1.19,64780.0,South
Alabama,AL,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",340.0,1.08,96100.0,South
Alabama,AL,Audiovisual Equipment Installers and Repairers,120.0,0.4,43250.0,South
Alabama,AL,Security and Fire Alarm Systems Installers,1230.0,1.11,59660.0,South
Alabama,AL,Aircraft Mechanics and Service Technicians,4600.0,2.49,86780.0,South
Alabama,AL,Automotive Body and Related Repairers,2060.0,0.98,47250.0,South
Alabama,AL,Automotive Glass Installers and Repairers,320.0,1.25,39940.0,South
Alabama,AL,Automotive Service Technicians and Mechanics,9920.0,1.06,45710.0,South
Alabama,AL,Bus and Truck Mechanics and Diesel Engine Specialists,5650.0,1.45,49060.0,South
Alabama,AL,Farm Equipment Mechanics and Service Technicians,780.0,1.55,49780.0,South
Alabama,AL,"Mobile Heavy Equipment Mechanics, Except Engines",4050.0,1.66,62400.0,South
Alabama,AL,Rail Car Repairers,260.0,1.04,49480.0,South
Alabama,AL,Motorboat Mechanics and Service Technicians,440.0,1.34,44790.0,South
Alabama,AL,Motorcycle Mechanics,290.0,1.55,43270.0,South
Alabama,AL,Outdoor Power Equipment and Other Small Engine Mechanics,510.0,1.11,39260.0,South
Alabama,AL,Bicycle Repairers,50.0,0.28,28550.0,South
Alabama,AL,Recreational Vehicle Service Technicians,320.0,1.27,37070.0,South
Alabama,AL,Tire Repairers and Changers,1780.0,1.23,29790.0,South
Alabama,AL,Mechanical Door Repairers,380.0,1.0,45180.0,South
Alabama,AL,"Control and Valve Installers and Repairers, Except Mechanical Door",420.0,0.67,61200.0,South
Alabama,AL,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",7330.0,1.36,49290.0,South
Alabama,AL,Home Appliance Repairers,200.0,0.47,37770.0,South
Alabama,AL,Industrial Machinery Mechanics,17110.0,2.99,60390.0,South
Alabama,AL,"Maintenance Workers, Machinery",600.0,0.79,55320.0,South
Alabama,AL,Millwrights,1880.0,3.41,63330.0,South
Alabama,AL,"Refractory Materials Repairers, Except Brickmasons",90.0,6.23,39740.0,South
Alabama,AL,Electrical Power-Line Installers and Repairers,3120.0,1.86,84340.0,South
Alabama,AL,Telecommunications Line Installers and Repairers,1470.0,1.1,61070.0,South
Alabama,AL,Medical Equipment Repairers,760.0,0.92,52550.0,South
Alabama,AL,"Precision Instrument and Equipment Repairers, All Other",90.0,0.69,70240.0,South
Alabama,AL,"Maintenance and Repair Workers, General",16950.0,0.82,41600.0,South
Alabama,AL,"Coin, Vending, and Amusement Machine Servicers and Repairers",520.0,1.36,38120.0,South
Alabama,AL,Locksmiths and Safe Repairers,190.0,0.9,44140.0,South
Alabama,AL,Manufactured Building and Mobile Home Installers,50.0,1.42,40640.0,South
Alabama,AL,Riggers,250.0,0.76,41550.0,South
Alabama,AL,"Helpers--Installation, Maintenance, and Repair Workers",1850.0,1.4,35160.0,South
Alabama,AL,"Installation, Maintenance, and Repair Workers, All Other",1250.0,0.5,46230.0,South
Alabama,AL,First-Line Supervisors of Production and Operating Workers,19370.0,2.08,67210.0,South
Alabama,AL,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",780.0,1.75,62010.0,South
Alabama,AL,"Coil Winders, Tapers, and Finishers",260.0,1.58,51260.0,South
Alabama,AL,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",4580.0,1.29,38100.0,South
Alabama,AL,Structural Metal Fabricators and Fitters,2150.0,2.97,48730.0,South
Alabama,AL,Fiberglass Laminators and Fabricators,220.0,0.89,37380.0,South
Alabama,AL,Miscellaneous Assemblers and Fabricators,51030.0,2.58,40620.0,South
Alabama,AL,Bakers,1660.0,0.53,31610.0,South
Alabama,AL,Butchers and Meat Cutters,2350.0,1.24,34870.0,South
Alabama,AL,"Meat, Poultry, and Fish Cutters and Trimmers",9560.0,5.0,28380.0,South
Alabama,AL,Slaughterers and Meat Packers,210.0,0.22,32930.0,South
Alabama,AL,Food Batchmakers,1160.0,0.5,35260.0,South
Alabama,AL,Food Cooking Machine Operators and Tenders,320.0,0.86,26200.0,South
Alabama,AL,"Food Processing Workers, All Other",360.0,0.45,36860.0,South
Alabama,AL,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",1940.0,2.18,41750.0,South
Alabama,AL,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",,,46640.0,South
Alabama,AL,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",1490.0,4.9,50950.0,South
Alabama,AL,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",6020.0,2.54,39460.0,South
Alabama,AL,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",110.0,1.54,40030.0,South
Alabama,AL,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1580.0,1.66,38910.0,South
Alabama,AL,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",60.0,0.22,47060.0,South
Alabama,AL,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",80.0,0.42,50640.0,South
Alabama,AL,Machinists,5620.0,1.39,53320.0,South
Alabama,AL,Metal-Refining Furnace Operators and Tenders,910.0,3.32,47520.0,South
Alabama,AL,"Pourers and Casters, Metal",200.0,2.55,39210.0,South
Alabama,AL,"Patternmakers, Metal and Plastic",160.0,7.36,48660.0,South
Alabama,AL,Foundry Mold and Coremakers,650.0,3.75,45720.0,South
Alabama,AL,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",6200.0,2.95,37000.0,South
Alabama,AL,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1470.0,0.84,35880.0,South
Alabama,AL,Tool and Die Makers,870.0,1.16,63500.0,South
Alabama,AL,"Welders, Cutters, Solderers, and Brazers",12570.0,2.19,47170.0,South
Alabama,AL,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",1540.0,3.13,37310.0,South
Alabama,AL,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",150.0,0.74,44720.0,South
Alabama,AL,"Layout Workers, Metal and Plastic",140.0,1.89,48620.0,South
Alabama,AL,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",300.0,0.7,35770.0,South
Alabama,AL,"Tool Grinders, Filers, and Sharpeners",260.0,3.4,40440.0,South
Alabama,AL,"Metal Workers and Plastic Workers, All Other",150.0,0.55,62310.0,South
Alabama,AL,Prepress Technicians and Workers,80.0,0.26,34980.0,South
Alabama,AL,Printing Press Operators,2760.0,1.4,34980.0,South
Alabama,AL,Print Binding and Finishing Workers,420.0,0.84,36470.0,South
Alabama,AL,Laundry and Dry-Cleaning Workers,2170.0,0.82,28230.0,South
Alabama,AL,"Pressers, Textile, Garment, and Related Materials",410.0,1.14,27320.0,South
Alabama,AL,Sewing Machine Operators,2650.0,1.78,30140.0,South
Alabama,AL,Shoe and Leather Workers and Repairers,50.0,0.51,28890.0,South
Alabama,AL,"Sewers, Hand",,,28190.0,South
Alabama,AL,"Tailors, Dressmakers, and Custom Sewers",70.0,0.31,38030.0,South
Alabama,AL,Textile Bleaching and Dyeing Machine Operators and Tenders,100.0,1.31,31830.0,South
Alabama,AL,"Textile Cutting Machine Setters, Operators, and Tenders",130.0,1.05,31810.0,South
Alabama,AL,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",890.0,4.53,37860.0,South
Alabama,AL,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",1290.0,4.61,38950.0,South
Alabama,AL,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",650.0,3.2,58150.0,South
